Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time
CMP001039,CUST000889,RM0104,Delay,11.0
CMP001040,CUST001393,RM0196,Billing Error,10.0
CMP001041,CUST000700,RM0017,Delay,7.0
CMP001042,CUST002498,RM0009,Loan Disbursement,3.0
CMP001043,,RM0210,Credit Card Issue,5.0
CMP001044,CUST001062,RM0019,Product Issue,6.0
CMP001045,CUST000077,RM0230,Staff Behavior,15.0
CMP001046,CUST002391,RM0030,Billing Error,2.0
CMP001047,CUST000767,RM0085,Staff Behavior,5.0
CMP001048,CUST000809,RM0146,Account Access,2.0
CMP001049,CUST000263,RM0130,Credit Card Issue,4.0
CMP001050,CUST000998,RM0202,,3.0
CMP001051,CUST001365,RM0199,Delay,11.0
CMP001052,CUST002478,RM0093,Credit Card Issue,3.0
CMP001053,CUST001342,RM0104,Loan Disbursement,4.0
CMP001054,CUST000617,RM0078,Service Issue,4.0
CMP001055,CUST000658,RM0109,Loan Disbursement,12.0
CMP001056,CUST000841,RM0129,Service Issue,9.0
CMP001057,CUST000598,RM0025,Billing Error,2.0
CMP001058,CUST001817,RM0048,Service Issue,
CMP001059,,RM0072,Account Access,2.0
CMP001060,CUST000726,,Service Issue,6.0
CMP001061,CUST002046,RM0137,Product Issue,4.0
CMP001062,CUST000408,RM0022,Technical Issue,3.0
CMP001063,CUST000571,RM0131,Staff Behavior,-5.0
CMP001064,CUST000839,RM0100,Service Issue,9.0
CMP001065,CUST000089,RM0077,Technical Issue,2.0
CMP001066,CUST001738,RM0100,Delay,20.0
CMP001067,CUST001861,RM0099,Service Issue,0.0
CMP001068,CUST001003,RM0067,Technical Issue,2.0
CMP001069,CUST002192,RM0136,Service Issue,2.0
CMP001070,CUST000530,RM0069,Delay,3.0
CMP001071,CUST000898,RM0136,Billing Error,5.0
CMP001072,,RM0058,Billing Error,3.0
CMP001073,CUST000361,RM0084,Credit Card Issue,8.0
CMP001074,CUST000813,RM0202,Product Issue,4.0
CMP001075,CUST001678,,,2.0
CMP001076,CUST000359,RM0172,Loan Disbursement,12.0
CMP001077,CUST000141,RM0215,Service Issue,16.0
CMP001078,CUST000297,RM0148,Service Issue,6.0
CMP001079,CUST002298,RM0029,Product Issue,10.0
CMP001080,CUST001173,RM0164,Service Issue,2.0
CMP001081,,RM0039,Billing Error,3.0
CMP001082,CUST002073,RM0237,Service Issue,3.0
CMP001083,CUST000364,RM0205,Delay,18.0
CMP001084,CUST001501,RM0185,Billing Error,5.0
CMP001085,CUST000042,RM0217,Technical Issue,2.0
CMP001086,CUST000158,RM0051,Product Issue,4.0
CMP001087,CUST000281,RM0085,Delay,2.0
CMP001088,CUST001425,RM0046,Technical Issue,3.0
CMP001089,,RM0068,,5.0
CMP001090,CUST001324,RM0013,Loan Disbursement,3.0
CMP001091,,RM0076,Loan Disbursement,2.0
CMP001092,CUST002180,RM0213,Service Issue,2.0
CMP001093,,RM0097,Loan Disbursement,6.0
CMP001094,CUST000428,RM0120,Insurance Claim,7.0
CMP001095,CUST002031,,Loan Disbursement,4.0
CMP001096,,RM0092,Technical Issue,8.0
CMP001097,CUST000316,,Product Issue,2.0
CMP001098,CUST000350,RM0111,Product Issue,2.0
CMP001099,CUST001043,RM0098,Delay,11.0
CMP001100,,RM0107,Product Issue,4.0
CMP001101,CUST000792,RM0115,Credit Card Issue,4.0
CMP001102,CUST000315,RM0240,Delay,16.0
CMP001103,CUST000019,RM0130,Technical Issue,4.0
CMP001104,CUST002345,RM0220,Technical Issue,2.0
CMP001105,CUST002150,RM0240,Insurance Claim,15.0
CMP001106,CUST000210,RM0049,Billing Error,2.0
CMP001107,CUST000639,RM0213,Account Access,7.0
CMP001108,CUST000205,RM0009,Insurance Claim,3.0
CMP001109,CUST001952,RM0158,Account Access,5.0
CMP001110,CUST001274,RM0145,Technical Issue,5.0
CMP001111,,RM0004,Product Issue,4.0
CMP001112,CUST000688,RM0029,Account Access,9.0
CMP001113,CUST001496,RM0018,Technical Issue,999.0
CMP001114,CUST001100,RM0115,Loan Disbursement,15.0
CMP001115,CUST001654,RM0088,Delay,2.0
CMP001116,,RM0050,Insurance Claim,10.0
CMP001117,CUST002295,RM0169,Insurance Claim,2.0
CMP001118,CUST000201,RM0194,Technical Issue,2.0
CMP001119,CUST000617,RM0027,Billing Error,17.0
CMP001120,CUST001273,RM0075,Credit Card Issue,5.0
CMP001121,CUST000835,RM0237,Billing Error,2.0
CMP001122,CUST001525,RM0057,Staff Behavior,6.0
CMP001123,CUST001126,RM0228,Delay,3.0
CMP001124,CUST001914,RM0238,Service Issue,5.0
CMP001125,,RM0150,Loan Disbursement,6.0
CMP001126,CUST001143,RM0043,Credit Card Issue,12.0
CMP001127,CUST001979,RM0133,Insurance Claim,2.0
CMP001128,CUST000821,RM0059,Delay,3.0
CMP001129,CUST001981,RM0090,Account Access,2.0
CMP001130,CUST002461,RM0118,Service Issue,2.0
CMP001131,CUST001695,RM0179,Insurance Claim,16.0
CMP001132,CUST001918,RM0050,Insurance Claim,15.0
CMP001133,CUST001996,RM0250,Loan Disbursement,8.0
CMP001134,CUST001980,RM0179,Credit Card Issue,7.0
CMP001135,CUST001230,RM0051,Staff Behavior,11.0
CMP001136,CUST000491,RM0178,Insurance Claim,2.0
CMP001137,CUST001590,RM0032,Technical Issue,2.0
CMP001138,CUST002405,RM0184,Account Access,3.0
CMP001139,CUST002237,RM0122,Product Issue,10.0
CMP001140,CUST001396,RM0025,Billing Error,5.0
CMP001141,CUST001091,RM0028,Delay,5.0
CMP001142,CUST000450,RM0176,Account Access,3.0
CMP001143,CUST002260,RM0047,Account Access,7.0
CMP001144,CUST001246,RM0195,Insurance Claim,12.0
CMP001145,CUST001036,RM0014,Staff Behavior,3.0
CMP001146,CUST001468,RM0064,Credit Card Issue,6.0
CMP001147,CUST001629,RM0006,Billing Error,4.0
CMP001148,CUST000698,RM0204,Product Issue,9.0
CMP001149,CUST000099,RM0110,,5.0
CMP001150,CUST000181,RM0157,Delay,4.0
CMP001151,CUST000971,RM0097,Product Issue,4.0
CMP001152,CUST001847,RM0085,Insurance Claim,2.0
CMP001153,CUST001431,RM0242,Insurance Claim,12.0
CMP001154,CUST001792,RM0118,Technical Issue,17.0
CMP001155,CUST000207,RM0144,Delay,5.0
CMP001156,CUST002231,RM0119,Billing Error,3.0
CMP001157,CUST001418,RM0083,Insurance Claim,7.0
CMP001158,CUST002161,RM0200,Account Access,5.0
CMP001159,CUST001056,RM0064,Account Access,0.0
CMP001160,CUST001760,RM0159,Product Issue,3.0
CMP001161,CUST001845,RM0102,Billing Error,2.0
CMP001162,CUST000479,RM0244,Delay,13.0
CMP001163,CUST001789,RM0135,Delay,9.0
CMP001164,CUST001409,RM0112,Insurance Claim,10.0
CMP001165,CUST002494,,Loan Disbursement,4.0
CMP001166,CUST002076,RM0015,Account Access,8.0
CMP001167,CUST001940,RM0193,Service Issue,6.0
CMP001168,CUST001839,RM0103,Insurance Claim,4.0
CMP001169,CUST001763,RM0178,Loan Disbursement,11.0
CMP001170,CUST000020,RM0172,Product Issue,35.0
CMP001171,CUST000064,RM0122,Service Issue,13.0
CMP001172,CUST000201,RM0050,Delay,9.0
CMP001173,CUST002387,RM0037,Loan Disbursement,8.0
CMP001174,CUST000154,RM0136,Account Access,7.0
CMP001175,CUST000622,RM0166,Service Issue,11.0
CMP001176,CUST002137,RM0144,Staff Behavior,5.0
CMP001177,CUST000882,RM0243,Insurance Claim,3.0
CMP001178,CUST002001,RM0108,Account Access,9.0
CMP001179,CUST000269,RM0116,Insurance Claim,14.0
CMP001180,CUST002098,RM0212,Delay,
CMP001181,CUST001214,RM0136,Technical Issue,4.0
CMP001182,CUST001652,RM0139,Technical Issue,9.0
CMP001183,CUST002132,,Service Issue,3.0
CMP001184,,RM0194,Staff Behavior,16.0
CMP001185,CUST000793,RM0129,Insurance Claim,7.0
CMP001186,CUST001786,RM0196,Delay,-5.0
CMP001187,CUST000948,,Credit Card Issue,6.0
CMP001188,CUST000500,RM0160,Insurance Claim,9.0
CMP001189,CUST001066,RM0010,,10.0
CMP001190,CUST000083,RM0037,Credit Card Issue,13.0
CMP001191,CUST001281,RM0088,Product Issue,13.0
CMP001192,CUST000680,RM0150,,2.0
CMP001193,CUST002278,RM0159,Insurance Claim,2.0
CMP001194,CUST000164,,Account Access,10.0
CMP001195,CUST002334,RM0217,Billing Error,999.0
CMP001196,CUST002494,RM0125,Loan Disbursement,16.0
CMP001197,CUST000002,RM0121,Insurance Claim,3.0
CMP001198,CUST000585,RM0056,,2.0
CMP001199,CUST001738,RM0085,Insurance Claim,3.0
CMP001200,CUST001643,RM0037,Insurance Claim,4.0
CMP001201,CUST000581,RM0080,Staff Behavior,9.0
CMP001202,CUST000219,RM0001,Product Issue,2.0
CMP001203,CUST000890,RM0026,Loan Disbursement,3.0
CMP001204,CUST000950,RM0014,Staff Behavior,13.0
CMP001205,,RM0166,Loan Disbursement,2.0
CMP001206,CUST001341,RM0136,Technical Issue,9.0
CMP001207,CUST002176,RM0158,Insurance Claim,4.0
CMP001208,CUST002053,RM0205,Credit Card Issue,7.0
CMP001209,CUST000385,RM0067,Product Issue,2.0
CMP001210,CUST001937,RM0206,Billing Error,3.0
CMP001211,CUST000010,RM0147,Technical Issue,4.0
CMP001212,CUST000071,RM0089,Staff Behavior,11.0
CMP001213,CUST001599,,Insurance Claim,6.0
CMP001214,CUST001536,RM0059,Technical Issue,2.0
CMP001215,CUST001553,RM0228,Loan Disbursement,10.0
CMP001216,CUST000475,RM0110,Insurance Claim,-5.0
CMP001217,CUST001100,RM0189,Service Issue,2.0
CMP001218,CUST000721,RM0063,Account Access,15.0
CMP001219,CUST002169,RM0088,Loan Disbursement,3.0
CMP001220,CUST001588,RM0152,Technical Issue,5.0
CMP001221,CUST000985,RM0012,Account Access,2.0
CMP001222,CUST001860,RM0034,Loan Disbursement,6.0
CMP001223,CUST002282,RM0103,Staff Behavior,5.0
CMP001224,CUST000570,,Loan Disbursement,4.0
CMP001225,CUST000133,RM0068,Credit Card Issue,2.0
CMP001226,CUST001870,RM0071,Credit Card Issue,12.0
CMP001227,CUST000309,,Staff Behavior,10.0
CMP001228,CUST001885,RM0065,Insurance Claim,7.0
CMP001229,,RM0085,Technical Issue,6.0
CMP001230,CUST001159,RM0159,Product Issue,7.0
CMP001231,CUST001615,RM0031,Account Access,2.0
CMP001232,CUST001396,RM0020,Insurance Claim,15.0
CMP001233,CUST001448,RM0063,Billing Error,3.0
CMP001234,CUST002238,RM0189,Product Issue,7.0
CMP001235,CUST001932,RM0043,Service Issue,6.0
CMP001236,CUST000405,RM0126,Insurance Claim,7.0
CMP001237,CUST000744,RM0203,Staff Behavior,12.0
CMP001238,CUST000248,RM0148,Loan Disbursement,3.0
CMP001239,CUST002297,RM0018,Loan Disbursement,-5.0
CMP001240,CUST000055,RM0202,Product Issue,8.0
CMP001241,CUST000416,RM0008,Technical Issue,6.0
CMP001242,CUST002460,RM0227,Insurance Claim,2.0
CMP001243,CUST000638,RM0138,Product Issue,4.0
CMP001244,CUST001062,RM0162,Credit Card Issue,11.0
CMP001245,CUST000561,RM0087,Account Access,3.0
CMP001246,CUST001038,RM0237,Product Issue,5.0
CMP001247,CUST001958,RM0225,Loan Disbursement,-5.0
CMP001248,CUST001329,RM0241,Loan Disbursement,5.0
CMP001249,CUST000759,RM0191,Account Access,6.0
CMP001250,CUST000261,RM0024,Staff Behavior,12.0
CMP001251,CUST002322,RM0071,Technical Issue,2.0
CMP001252,CUST000526,RM0133,Billing Error,5.0
CMP001253,,RM0249,Insurance Claim,4.0
CMP001254,CUST002052,RM0245,Credit Card Issue,3.0
CMP001255,CUST001355,RM0068,Delay,14.0
CMP001256,CUST001548,RM0108,Product Issue,2.0
CMP001257,CUST000429,RM0174,Delay,2.0
CMP001258,CUST000122,RM0134,Credit Card Issue,8.0
CMP001259,CUST000149,RM0103,Delay,3.0
CMP001260,CUST002094,RM0027,Service Issue,8.0
CMP001261,CUST000430,RM0094,Billing Error,10.0
CMP001262,CUST002371,RM0059,Loan Disbursement,3.0
CMP001263,CUST002295,RM0060,Loan Disbursement,3.0
CMP001264,CUST000786,,Staff Behavior,2.0
CMP001265,CUST000380,RM0011,Product Issue,3.0
CMP001266,CUST001238,RM0004,Technical Issue,3.0
CMP001267,CUST001829,RM0032,Staff Behavior,12.0
CMP001268,CUST002424,RM0021,Technical Issue,9.0
CMP001269,CUST002152,RM0196,Service Issue,2.0
CMP001270,CUST001283,,Product Issue,12.0
CMP001271,CUST001177,RM0201,Billing Error,2.0
CMP001272,,RM0036,Loan Disbursement,7.0
CMP001273,CUST000296,RM0014,Delay,2.0
CMP001274,CUST000973,,Delay,2.0
CMP001275,CUST000055,RM0063,Service Issue,9.0
CMP001276,CUST001842,RM0073,Insurance Claim,5.0
CMP001277,CUST000336,RM0039,Technical Issue,6.0
CMP001278,CUST000167,RM0232,Insurance Claim,4.0
CMP001279,CUST000900,RM0097,Account Access,2.0
CMP001280,CUST001797,RM0222,Technical Issue,8.0
CMP001281,CUST000462,RM0036,Technical Issue,10.0
CMP001282,CUST001543,RM0038,Product Issue,2.0
CMP001283,CUST001896,RM0245,Product Issue,4.0
CMP001284,CUST000835,RM0204,Loan Disbursement,6.0
CMP001285,CUST000482,,Billing Error,6.0
CMP001286,CUST000535,RM0047,,6.0
CMP001287,CUST000460,RM0232,Account Access,7.0
CMP001288,CUST001348,RM0235,Loan Disbursement,19.0
CMP001289,CUST000537,RM0031,Staff Behavior,4.0
CMP001290,CUST001274,RM0075,Delay,6.0
CMP001291,,RM0178,Billing Error,8.0
CMP001292,CUST001468,RM0235,Service Issue,6.0
CMP001293,CUST000264,RM0212,Insurance Claim,4.0
CMP001294,CUST000188,RM0089,Technical Issue,999.0
CMP001295,CUST001720,RM0140,Staff Behavior,6.0
CMP001296,CUST000088,RM0231,Product Issue,7.0
CMP001297,CUST001730,RM0182,Staff Behavior,6.0
CMP001298,CUST000301,RM0014,Staff Behavior,3.0
CMP001299,CUST000049,RM0072,,5.0
CMP001300,CUST000525,RM0225,Staff Behavior,12.0
CMP001301,CUST001707,,Account Access,12.0
CMP001302,CUST001760,RM0233,Product Issue,8.0
CMP001303,CUST000841,,Service Issue,7.0
CMP001304,CUST000882,,Insurance Claim,2.0
CMP001305,CUST001729,RM0195,Insurance Claim,5.0
CMP001306,CUST001098,RM0165,Credit Card Issue,2.0
CMP001307,CUST001348,RM0190,Credit Card Issue,10.0
CMP001308,CUST001128,,Staff Behavior,3.0
CMP001309,CUST001054,RM0153,Service Issue,9.0
CMP001310,CUST002314,RM0079,Product Issue,10.0
CMP001311,CUST000674,RM0121,Product Issue,13.0
CMP001312,CUST002355,RM0102,Service Issue,9.0
CMP001313,CUST000315,RM0006,Billing Error,6.0
CMP001314,CUST000063,RM0214,Staff Behavior,6.0
CMP001315,CUST000849,RM0118,Billing Error,3.0
CMP001316,CUST001479,RM0016,Account Access,2.0
CMP001317,CUST000104,RM0109,Loan Disbursement,2.0
CMP001318,CUST001770,RM0154,Staff Behavior,
CMP001319,CUST000468,RM0073,Billing Error,3.0
CMP001320,CUST001550,RM0126,Delay,15.0
CMP001321,CUST001555,,Staff Behavior,2.0
CMP001322,CUST000969,,Delay,8.0
CMP001323,CUST000132,RM0149,Technical Issue,3.0
CMP001324,CUST001262,RM0067,Service Issue,20.0
CMP001325,CUST001375,RM0248,Staff Behavior,4.0
CMP001326,CUST001804,RM0138,,4.0
CMP001327,CUST001499,RM0212,Technical Issue,999.0
CMP001328,CUST001008,RM0020,Service Issue,4.0
CMP001329,CUST002186,RM0188,,10.0
CMP001330,CUST001593,RM0120,Credit Card Issue,0.0
CMP001331,CUST001212,,Insurance Claim,3.0
CMP001332,CUST001433,RM0046,Account Access,10.0
CMP001333,CUST001001,RM0226,Product Issue,7.0
CMP001334,CUST000295,RM0006,Staff Behavior,
CMP001335,CUST002054,RM0175,Delay,3.0
CMP001336,CUST000889,RM0108,Account Access,2.0
CMP001337,CUST000318,RM0017,Credit Card Issue,9.0
CMP001338,CUST000780,RM0064,Staff Behavior,3.0
CMP001339,CUST001115,RM0061,Technical Issue,12.0
CMP001340,CUST001404,RM0200,Technical Issue,2.0
CMP001341,CUST001446,RM0123,Account Access,6.0
CMP001342,CUST000512,RM0233,Credit Card Issue,7.0
CMP001343,CUST001989,RM0153,Insurance Claim,7.0
CMP001344,CUST002476,RM0065,Loan Disbursement,3.0
CMP001345,CUST000221,RM0081,Service Issue,12.0
CMP001346,CUST001003,,Technical Issue,9.0
CMP001347,CUST002486,RM0111,Billing Error,5.0
CMP001348,CUST001121,RM0160,Service Issue,6.0
CMP001349,CUST000552,RM0162,Staff Behavior,6.0
CMP001350,CUST001053,RM0131,Technical Issue,16.0
CMP001351,CUST001546,RM0068,Billing Error,13.0
CMP001352,CUST002130,RM0157,Service Issue,3.0
CMP001353,CUST001260,RM0083,Service Issue,3.0
CMP001354,CUST000998,RM0207,Staff Behavior,21.0
CMP001355,CUST001761,RM0049,Account Access,3.0
CMP001356,CUST002405,RM0090,,17.0
CMP001357,CUST001479,RM0210,Account Access,7.0
CMP001358,CUST000775,RM0208,Credit Card Issue,2.0
CMP001359,,RM0096,Billing Error,4.0
CMP001360,CUST000756,RM0066,Loan Disbursement,5.0
CMP001361,CUST001174,RM0246,Product Issue,10.0
CMP001362,CUST002042,RM0011,Technical Issue,3.0
CMP001363,CUST000896,RM0015,,3.0
CMP001364,CUST001948,RM0133,Product Issue,14.0
CMP001365,CUST000337,,Technical Issue,2.0
CMP001366,CUST001020,RM0125,,6.0
CMP001367,CUST002386,RM0121,Service Issue,5.0
CMP001368,CUST000161,RM0094,Product Issue,2.0
CMP001369,,RM0216,Credit Card Issue,2.0
CMP001370,CUST000689,RM0014,Technical Issue,4.0
CMP001371,CUST000725,RM0050,Credit Card Issue,2.0
CMP001372,CUST001779,,Delay,5.0
CMP001373,CUST000603,,Service Issue,6.0
CMP001374,CUST000515,,Account Access,7.0
CMP001375,CUST000717,RM0124,Service Issue,5.0
CMP001376,CUST001451,RM0159,Service Issue,4.0
CMP001377,CUST000942,RM0213,Product Issue,2.0
CMP001378,CUST001476,,Account Access,3.0
CMP001379,CUST000161,RM0184,Insurance Claim,4.0
CMP001380,CUST002384,RM0081,Technical Issue,14.0
CMP001381,CUST001375,RM0166,Service Issue,3.0
CMP001382,CUST000438,,Loan Disbursement,
CMP001383,CUST001077,RM0200,Account Access,4.0
CMP001384,CUST000110,RM0194,Credit Card Issue,8.0
CMP001385,CUST001180,RM0139,Product Issue,8.0
CMP001386,CUST001594,RM0026,Technical Issue,18.0
CMP001387,CUST001970,RM0018,Account Access,3.0
CMP001388,CUST000664,RM0085,Technical Issue,2.0
CMP001389,CUST001965,RM0148,Insurance Claim,3.0
CMP001390,CUST000754,RM0228,,2.0
CMP001391,,RM0204,Insurance Claim,5.0
CMP001392,CUST001379,RM0030,Loan Disbursement,13.0
CMP001393,CUST001358,RM0128,Insurance Claim,7.0
CMP001394,CUST000658,,Technical Issue,2.0
CMP001395,CUST000122,RM0213,Credit Card Issue,2.0
CMP001396,CUST001912,RM0244,,
CMP001397,CUST001131,RM0181,Insurance Claim,14.0
CMP001398,,RM0048,Staff Behavior,5.0
CMP001399,CUST001246,RM0199,Credit Card Issue,14.0
CMP001400,CUST001558,RM0186,Delay,8.0
CMP001401,CUST001931,RM0101,Insurance Claim,27.0
CMP001402,CUST000344,RM0034,Technical Issue,12.0
CMP001403,,RM0150,Account Access,4.0
CMP001404,CUST000916,RM0209,Loan Disbursement,0.0
CMP001405,CUST001802,RM0065,Delay,9.0
CMP001406,CUST000696,RM0128,Loan Disbursement,5.0
CMP001407,CUST001152,RM0242,Account Access,3.0
CMP001408,CUST000021,RM0248,Delay,-5.0
CMP001409,CUST001176,RM0233,Insurance Claim,3.0
CMP001410,CUST001276,RM0141,Account Access,4.0
CMP001411,CUST001322,RM0186,Delay,2.0
CMP001412,CUST000897,RM0170,Product Issue,2.0
CMP001413,CUST001988,RM0173,Delay,5.0
CMP001414,CUST001568,,Billing Error,17.0
CMP001415,CUST001949,RM0202,Product Issue,6.0
CMP001416,CUST001783,RM0081,Delay,4.0
CMP001417,CUST000166,RM0116,Loan Disbursement,3.0
CMP001418,CUST000298,RM0064,Staff Behavior,3.0
CMP001419,CUST001188,RM0236,Technical Issue,7.0
CMP001420,CUST001384,RM0007,Delay,11.0
CMP001421,CUST001322,RM0011,Billing Error,4.0
CMP001422,,RM0096,Service Issue,5.0
CMP001423,CUST001890,RM0248,Account Access,8.0
CMP001424,CUST002306,RM0243,,2.0
CMP001425,CUST001812,RM0151,Technical Issue,4.0
CMP001426,CUST002160,RM0175,Billing Error,8.0
CMP001427,CUST002199,RM0237,Insurance Claim,7.0
CMP001428,CUST001008,RM0155,Service Issue,2.0
CMP001429,CUST001920,RM0132,Account Access,3.0
CMP001430,CUST001113,RM0235,Account Access,7.0
CMP001431,,RM0084,Delay,3.0
CMP001432,CUST000716,RM0188,Technical Issue,10.0
CMP001433,CUST001696,,Insurance Claim,2.0
CMP001434,CUST001233,RM0177,Delay,3.0
CMP001435,CUST002077,RM0066,Service Issue,3.0
CMP001436,CUST001095,RM0165,,14.0
CMP001437,CUST002371,RM0043,Credit Card Issue,9.0
CMP001438,CUST000175,RM0004,Credit Card Issue,12.0
CMP001439,CUST000227,RM0187,Staff Behavior,4.0
CMP001440,,RM0172,Service Issue,10.0
CMP001441,CUST000424,RM0199,Insurance Claim,11.0
CMP001442,CUST000012,RM0118,Credit Card Issue,4.0
CMP001443,CUST000911,RM0107,Account Access,27.0
CMP001444,CUST000925,RM0075,Loan Disbursement,11.0
CMP001445,CUST001297,RM0186,Loan Disbursement,20.0
CMP001446,CUST000039,RM0170,Product Issue,12.0
CMP001447,CUST002147,RM0033,Account Access,9.0
CMP001448,CUST000142,RM0109,Account Access,16.0
CMP001449,CUST001839,RM0181,Credit Card Issue,4.0
CMP001450,CUST000586,RM0086,Staff Behavior,9.0
CMP001451,CUST000205,,Product Issue,3.0
CMP001452,CUST001194,RM0152,Product Issue,8.0
CMP001453,CUST001865,RM0249,Staff Behavior,9.0
CMP001454,CUST001275,,Staff Behavior,8.0
CMP001455,CUST001326,RM0057,,11.0
CMP001456,CUST000540,RM0128,Credit Card Issue,4.0
CMP001457,CUST000241,RM0064,Insurance Claim,5.0
CMP001458,CUST000940,,Insurance Claim,2.0
CMP001459,CUST002481,RM0088,Service Issue,2.0
CMP001460,CUST002471,RM0235,Account Access,7.0
CMP001461,CUST000294,RM0022,Service Issue,6.0
CMP001462,CUST001333,RM0222,Technical Issue,3.0
CMP001463,CUST000584,RM0010,Loan Disbursement,3.0
CMP001464,CUST001364,RM0076,Loan Disbursement,4.0
CMP001465,CUST001981,RM0119,Credit Card Issue,8.0
CMP001466,CUST001091,RM0249,Insurance Claim,6.0
CMP001467,CUST001067,RM0044,Technical Issue,2.0
CMP001468,CUST000197,RM0214,Insurance Claim,9.0
CMP001469,CUST002015,RM0110,Product Issue,999.0
CMP001470,CUST001218,RM0221,Technical Issue,3.0
CMP001471,CUST000608,RM0132,Product Issue,7.0
CMP001472,CUST001122,RM0056,Delay,2.0
CMP001473,,,Credit Card Issue,32.0
CMP001474,CUST001836,RM0077,Billing Error,2.0
CMP001475,CUST001617,RM0177,Product Issue,8.0
CMP001476,CUST001117,RM0191,Account Access,5.0
CMP001477,CUST001042,RM0039,Credit Card Issue,2.0
CMP001478,,RM0189,Delay,2.0
CMP001479,CUST001265,RM0028,Credit Card Issue,4.0
CMP001480,CUST000381,RM0049,Product Issue,10.0
CMP001481,CUST001861,RM0100,Loan Disbursement,2.0
CMP001482,CUST001550,RM0214,Billing Error,8.0
CMP001483,CUST001406,RM0179,Insurance Claim,7.0
CMP001484,CUST001530,RM0144,Loan Disbursement,3.0
CMP001485,CUST000789,RM0063,Technical Issue,-5.0
CMP001486,CUST002071,RM0168,Loan Disbursement,2.0
CMP001487,CUST000069,RM0149,Product Issue,-5.0
CMP001488,CUST000327,RM0211,Staff Behavior,14.0
CMP001489,CUST000708,RM0151,Technical Issue,3.0
CMP001490,CUST001267,RM0102,Loan Disbursement,2.0
CMP001491,CUST000521,RM0197,Billing Error,7.0
CMP001492,CUST002168,RM0160,Technical Issue,3.0
CMP001493,CUST000137,RM0010,Billing Error,5.0
CMP001494,CUST001881,RM0081,,2.0
CMP001495,CUST000728,RM0100,Technical Issue,26.0
CMP001496,CUST000856,RM0136,Technical Issue,4.0
CMP001497,CUST002356,RM0183,Product Issue,37.0
CMP001498,CUST001466,RM0043,Delay,4.0
CMP001499,CUST001819,RM0130,Billing Error,4.0
CMP001500,CUST001129,RM0184,Account Access,999.0
CMP001501,CUST001082,RM0180,Delay,14.0
CMP001502,CUST001562,RM0028,Billing Error,-5.0
CMP001503,CUST000212,RM0183,Staff Behavior,-5.0
CMP001504,,RM0027,Product Issue,3.0
CMP001505,CUST001820,,Delay,4.0
CMP001506,CUST001255,RM0176,Service Issue,2.0
CMP001507,CUST000488,RM0045,Service Issue,17.0
CMP001508,CUST001039,RM0232,Staff Behavior,2.0
CMP001509,CUST000730,RM0230,Credit Card Issue,9.0
CMP001510,CUST000098,RM0063,Account Access,5.0
CMP001511,CUST001157,RM0162,Delay,2.0
CMP001512,CUST001776,RM0055,Delay,2.0
CMP001513,CUST002089,RM0149,Delay,15.0
CMP001514,CUST001910,RM0004,Billing Error,8.0
CMP001515,CUST000877,RM0098,Product Issue,7.0
CMP001516,CUST001720,RM0094,Insurance Claim,4.0
CMP001517,CUST000326,RM0163,Product Issue,3.0
CMP001518,CUST000509,RM0095,Loan Disbursement,7.0
CMP001519,CUST001852,RM0156,Staff Behavior,6.0
CMP001520,CUST000271,RM0104,Delay,8.0
CMP001521,CUST001283,RM0192,Technical Issue,4.0
CMP001522,CUST001465,RM0130,Staff Behavior,23.0
CMP001523,CUST002496,RM0138,Staff Behavior,2.0
CMP001524,CUST001457,RM0129,Service Issue,2.0
CMP001525,CUST000510,,Staff Behavior,14.0
CMP001526,CUST002077,RM0099,Product Issue,7.0
CMP001527,CUST000836,,Loan Disbursement,3.0
CMP001528,CUST001225,RM0241,Technical Issue,9.0
CMP001529,CUST002471,RM0234,Technical Issue,5.0
CMP001530,CUST001837,RM0179,Service Issue,2.0
CMP001531,CUST001004,RM0248,Staff Behavior,7.0
CMP001532,CUST002398,RM0210,Staff Behavior,3.0
CMP001533,CUST001992,RM0212,,2.0
CMP001534,CUST000011,RM0128,Product Issue,3.0
CMP001535,CUST000963,RM0099,Billing Error,5.0
CMP001536,CUST000797,RM0227,Delay,2.0
CMP001537,CUST002437,RM0168,Service Issue,12.0
CMP001538,CUST000606,RM0072,Technical Issue,6.0
CMP001539,CUST000111,RM0081,Delay,3.0
CMP001540,CUST001913,RM0073,Insurance Claim,7.0
CMP001541,CUST001004,RM0002,Insurance Claim,10.0
CMP001542,CUST000824,RM0020,Credit Card Issue,6.0
CMP001543,CUST002027,RM0061,Insurance Claim,3.0
CMP001544,CUST001654,RM0160,Loan Disbursement,2.0
CMP001545,CUST001913,RM0068,Delay,11.0
CMP001546,CUST001594,RM0235,Product Issue,3.0
CMP001547,CUST000683,RM0005,Delay,2.0
CMP001548,CUST001393,RM0040,Account Access,7.0
CMP001549,CUST001867,RM0168,Service Issue,2.0
CMP001550,CUST002455,RM0019,Loan Disbursement,25.0
CMP001551,CUST002222,RM0158,Insurance Claim,12.0
CMP001552,CUST001739,RM0017,Service Issue,6.0
CMP001553,CUST000297,RM0078,Technical Issue,10.0
CMP001554,CUST000872,RM0169,Service Issue,0.0
CMP001555,,RM0246,Billing Error,5.0
CMP001556,CUST000723,RM0092,Insurance Claim,9.0
