Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time,Resolution_Status
CMP000878,CUST001116,RM0149,Billing Error,7.0,Quick
CMP000879,CUST001853,RM0090,Account Access,7.0,Quick
CMP000880,CUST001061,RM0001,Credit Card Issue,4.0,Quick
CMP000881,CUST000244,RM0029,Technical Issue,2.0,Quick
CMP000882,CUST000883,RM0037,Service Issue,6.0,Quick
CMP000883,CUST000396,RM0096,Technical Issue,6.0,Quick
CMP000884,CUST001096,RM0102,Product Issue,11.0,Normal
CMP000885,CUST002380,RM0216,Service Issue,5.0,Quick
CMP000886,CUST001054,RM0036,Account Access,7.0,Quick
CMP000887,CUST001351,RM0226,Delay,2.0,Quick
CMP000888,CUST000744,RM0156,Delay,13.0,Normal
CMP000889,CUST000679,RM0187,Account Access,3.0,Quick
CMP000890,CUST000971,RM0181,Insurance Claim,7.0,Quick
CMP000891,CUST000715,RM0053,Billing Error,14.0,Normal
CMP000892,CUST001986,RM0162,Service Issue,10.0,Normal
CMP000893,CUST002368,RM0175,Delay,7.0,Quick
CMP000894,CUST000279,RM0013,Loan Disbursement,4.5,Quick
CMP000895,CUST002050,RM0068,Delay,8.0,Normal
CMP000896,CUST000316,RM0013,Insurance Claim,14.0,Normal
CMP000897,CUST002500,RM0250,Delay,10.0,Normal
CMP000898,CUST001069,RM0066,Credit Card Issue,6.0,Quick
CMP000899,CUST001088,RM0034,Billing Error,7.0,Quick
CMP000900,CUST000303,RM0183,Billing Error,2.0,Quick
CMP000901,CUST000413,RM0051,Staff Behavior,5.0,Quick
CMP000902,CUST002484,RM0205,Billing Error,3.0,Quick
CMP000903,CUST000032,RM0135,Billing Error,4.0,Quick
CMP000904,CUST000827,RM0024,Product Issue,7.0,Quick
CMP000905,CUST000155,RM0200,Delay,2.0,Quick
CMP000906,CUST001667,RM0030,Loan Disbursement,2.0,Quick
CMP000907,CUST001112,RM0158,Technical Issue,4.0,Quick
CMP000908,CUST001956,RM0090,Insurance Claim,3.0,Quick
CMP000909,CUST002043,RM0145,Credit Card Issue,4.0,Quick
CMP000910,CUST002234,RM0177,Credit Card Issue,15.0,Normal
CMP000911,CUST001581,RM0104,Delay,8.0,Normal
CMP000912,CUST001827,RM0061,Billing Error,3.0,Quick
CMP000913,CUST002207,RM0060,Billing Error,2.0,Quick
CMP000914,CUST001900,RM0163,Service Issue,6.0,Quick
CMP000915,CUST000014,RM0071,Credit Card Issue,7.0,Quick
CMP000916,CUST001626,RM0067,Credit Card Issue,5.0,Quick
CMP000917,CUST001767,RM0110,Insurance Claim,3.0,Quick
CMP000918,CUST000305,RM0247,Staff Behavior,2.0,Quick
CMP000919,CUST001351,RM0113,Staff Behavior,3.0,Quick
CMP000920,CUST002258,RM0016,Loan Disbursement,5.0,Quick
CMP000921,CUST001088,RM0239,Technical Issue,9.0,Normal
CMP000922,CUST000265,RM0061,Technical Issue,11.0,Normal
CMP000923,CUST000325,RM0026,Account Access,4.0,Quick
CMP000924,CUST001154,RM0225,Account Access,9.0,Normal
CMP000925,CUST002293,RM0239,Staff Behavior,27.0,Normal
CMP000926,CUST000513,RM0140,Insurance Claim,8.0,Normal
CMP000927,CUST000548,RM0070,Product Issue,8.0,Normal
CMP000928,CUST001313,RM0086,Service Issue,14.0,Normal
CMP000929,CUST000146,RM0199,Technical Issue,4.0,Quick
CMP000930,CUST002103,RM0107,Service Issue,2.0,Quick
CMP000931,CUST001481,RM0187,Staff Behavior,23.0,Normal
CMP000932,CUST002478,RM0171,Technical Issue,5.0,Quick
CMP000933,CUST001113,RM0072,Technical Issue,9.0,Normal
CMP000934,CUST000087,RM0232,Technical Issue,10.0,Normal
CMP000935,CUST001683,RM0193,Loan Disbursement,4.0,Quick
CMP000936,CUST000237,RM0117,Insurance Claim,5.0,Quick
CMP000937,CUST002374,RM0061,Staff Behavior,5.0,Quick
CMP000938,CUST001433,RM0236,Credit Card Issue,3.0,Quick
CMP000939,CUST000501,RM0032,Staff Behavior,2.0,Quick
CMP000940,CUST001351,RM0198,Insurance Claim,5.0,Quick
CMP000941,CUST000213,RM0107,Account Access,2.0,Quick
CMP000942,CUST002488,RM0007,Technical Issue,4.0,Quick
CMP000943,CUST001646,RM0215,Technical Issue,3.0,Quick
CMP000944,CUST000854,RM0109,Loan Disbursement,8.0,Normal
CMP000945,CUST001005,RM0012,Delay,12.0,Normal
CMP000946,CUST002406,RM0223,Insurance Claim,6.0,Quick
CMP000947,CUST001550,RM0124,Staff Behavior,4.0,Quick
CMP000948,CUST000178,RM0009,Insurance Claim,30.0,Normal
CMP000949,CUST001720,RM0238,Technical Issue,2.0,Quick
CMP000950,CUST002246,RM0228,Credit Card Issue,3.0,Quick
CMP000951,CUST002494,RM0163,Staff Behavior,3.0,Quick
CMP000952,CUST000032,RM0241,Loan Disbursement,4.0,Quick
CMP000953,CUST000913,RM0106,Account Access,3.0,Quick
CMP000954,CUST000096,RM0006,Product Issue,3.0,Quick
CMP000955,CUST001311,RM0221,Account Access,3.0,Quick
CMP000956,CUST001801,RM0022,Service Issue,5.0,Quick
CMP000957,CUST001689,RM0232,Technical Issue,4.0,Quick
CMP000958,CUST002140,RM0076,Product Issue,7.0,Quick
CMP000959,CUST000203,RM0233,Billing Error,5.0,Quick
CMP000960,CUST000052,RM0182,Account Access,3.0,Quick
CMP000961,CUST002017,RM0158,Credit Card Issue,10.0,Normal
CMP000962,CUST000317,RM0002,Billing Error,5.0,Quick
CMP000963,CUST000677,RM0154,Account Access,2.0,Quick
CMP000964,CUST001220,RM0102,Billing Error,2.0,Quick
CMP000965,CUST001099,RM0095,Insurance Claim,9.0,Normal
CMP000966,CUST001015,RM0224,Service Issue,8.0,Normal
CMP000967,CUST001946,RM0133,Product Issue,5.0,Quick
CMP000968,CUST002109,RM0128,Credit Card Issue,3.0,Quick
CMP000969,CUST000243,RM0159,Delay,5.0,Quick
CMP000970,CUST002497,RM0150,Credit Card Issue,7.0,Quick
CMP000971,CUST000340,RM0009,Credit Card Issue,12.0,Normal
CMP000972,CUST002225,RM0089,Account Access,6.0,Quick
CMP000973,CUST001381,RM0204,Technical Issue,5.0,Quick
CMP000974,CUST001520,RM0102,Loan Disbursement,3.0,Quick
CMP000975,CUST002000,RM0075,Account Access,2.0,Quick
CMP000976,CUST000707,RM0204,Service Issue,2.0,Quick
CMP000977,CUST001987,RM0147,Loan Disbursement,7.0,Quick
CMP000978,CUST002207,RM0120,Technical Issue,2.0,Quick
CMP000979,CUST000009,RM0191,Billing Error,5.0,Quick
CMP000980,CUST000247,RM0131,Staff Behavior,8.0,Normal
CMP000981,CUST002095,RM0077,Insurance Claim,3.0,Quick
CMP000982,CUST000419,RM0087,Billing Error,7.0,Quick
CMP000983,CUST001871,RM0007,Technical Issue,6.0,Quick
CMP000984,CUST000314,RM0064,Billing Error,4.0,Quick
CMP000985,CUST000171,RM0179,Billing Error,5.0,Quick
CMP000986,CUST000868,RM0072,Delay,13.0,Normal
CMP000987,CUST000017,RM0067,Staff Behavior,7.0,Quick
CMP000988,CUST000008,RM0146,Staff Behavior,4.0,Quick
CMP000989,CUST001112,RM0115,Insurance Claim,10.0,Normal
CMP000990,CUST000614,RM0002,Delay,8.0,Normal
CMP000991,CUST000824,RM0081,Account Access,0.0,Quick
CMP000992,CUST000582,RM0075,Credit Card Issue,9.0,Normal
CMP000993,CUST002444,RM0188,Credit Card Issue,7.0,Quick
CMP000994,CUST001897,RM0193,Technical Issue,4.0,Quick
CMP000995,CUST000299,RM0095,Account Access,4.0,Quick
CMP000996,CUST001510,RM0173,Loan Disbursement,7.0,Quick
CMP000997,CUST001379,RM0126,Delay,2.0,Quick
CMP000998,CUST001898,RM0032,Service Issue,5.0,Quick
CMP000999,CUST000514,RM0048,Delay,10.0,Normal
CMP001000,CUST000190,RM0234,Billing Error,4.0,Quick
CMP001001,CUST000839,RM0035,Credit Card Issue,6.0,Quick
CMP001002,CUST000248,RM0190,Technical Issue,6.0,Quick
CMP001003,CUST001395,RM0132,Insurance Claim,5.0,Quick
CMP001004,CUST000535,RM0040,Loan Disbursement,5.0,Quick
CMP001005,CUST000414,RM0105,Delay,8.0,Normal
CMP001006,CUST001447,RM0129,Delay,6.0,Quick
CMP001007,CUST001767,RM0090,Account Access,3.0,Quick
CMP001008,CUST000391,RM0137,Staff Behavior,2.0,Quick
CMP001009,CUST000851,RM0169,Billing Error,11.0,Normal
CMP001010,CUST000901,RM0242,Product Issue,12.0,Normal
CMP001011,CUST002014,RM0157,Delay,2.0,Quick
CMP001012,CUST001527,RM0052,Loan Disbursement,3.0,Quick
CMP001013,CUST000021,RM0033,Credit Card Issue,3.0,Quick
CMP001014,CUST000310,RM0103,Technical Issue,15.0,Normal
CMP001015,CUST000676,RM0112,Product Issue,3.0,Quick
CMP001016,CUST000675,RM0203,Delay,2.0,Quick
CMP001017,CUST000661,RM0089,Delay,3.0,Quick
CMP001018,CUST000520,RM0166,Insurance Claim,8.0,Normal
CMP001019,CUST001525,RM0164,Loan Disbursement,12.0,Normal
CMP001020,CUST000531,RM0122,Account Access,4.0,Quick
CMP001021,CUST001106,RM0216,Account Access,2.0,Quick
CMP001022,CUST001536,RM0061,Credit Card Issue,6.0,Quick
CMP001023,CUST000414,RM0129,Insurance Claim,3.0,Quick
CMP001024,CUST001943,RM0148,Loan Disbursement,2.0,Quick
CMP001025,CUST001156,RM0055,Account Access,12.0,Normal
CMP001026,CUST000375,RM0102,Technical Issue,12.0,Normal
CMP001027,CUST001519,RM0235,Product Issue,0.0,Quick
CMP001028,CUST001896,RM0125,Delay,20.0,Normal
CMP001029,CUST000901,RM0045,Service Issue,5.0,Quick
CMP001030,CUST001769,RM0003,Credit Card Issue,3.0,Quick
CMP001031,CUST001045,RM0056,Delay,9.0,Normal
CMP001032,CUST000368,RM0009,Staff Behavior,2.0,Quick
CMP001033,CUST001035,RM0206,Credit Card Issue,3.0,Quick
CMP001034,CUST000382,RM0029,Account Access,3.0,Quick
CMP001035,CUST001174,RM0250,Service Issue,17.0,Normal
CMP001036,CUST001896,RM0230,Technical Issue,8.0,Normal
CMP001037,CUST000889,RM0100,Product Issue,2.0,Quick
CMP001038,CUST000976,RM0170,Insurance Claim,2.0,Quick
CMP001039,CUST000889,RM0104,Delay,11.0,Normal
CMP001040,CUST001393,RM0196,Billing Error,10.0,Normal
CMP001041,CUST000700,RM0017,Delay,7.0,Quick
CMP001042,CUST002498,RM0009,Loan Disbursement,3.0,Quick
CMP001043,CUST002084,RM0210,Credit Card Issue,5.0,Quick
CMP001044,CUST001062,RM0019,Product Issue,6.0,Quick
CMP001045,CUST000077,RM0230,Staff Behavior,15.0,Normal
CMP001046,CUST002391,RM0030,Billing Error,2.0,Quick
CMP001047,CUST000767,RM0085,Staff Behavior,5.0,Quick
CMP001048,CUST000809,RM0146,Account Access,2.0,Quick
CMP001049,CUST000263,RM0130,Credit Card Issue,4.0,Quick
CMP001050,CUST000998,RM0202,Loan Disbursement,3.0,Quick
CMP001051,CUST001365,RM0199,Delay,11.0,Normal
CMP001052,CUST002478,RM0093,Credit Card Issue,3.0,Quick
CMP001053,CUST001342,RM0104,Loan Disbursement,4.0,Quick
CMP001054,CUST000617,RM0078,Service Issue,4.0,Quick
CMP001055,CUST000658,RM0109,Loan Disbursement,12.0,Normal
CMP001056,CUST000841,RM0129,Service Issue,9.0,Normal
CMP001057,CUST000598,RM0025,Billing Error,2.0,Quick
CMP001058,CUST001817,RM0048,Service Issue,5.0,Quick
CMP001059,CUST000913,RM0072,Account Access,2.0,Quick
CMP001060,CUST000726,RM0214,Service Issue,6.0,Quick
CMP001061,CUST002046,RM0137,Product Issue,4.0,Quick
CMP001062,CUST000408,RM0022,Technical Issue,3.0,Quick
CMP001063,CUST000571,RM0131,Staff Behavior,5.0,Quick
CMP001064,CUST000839,RM0100,Service Issue,9.0,Normal
CMP001065,CUST000089,RM0077,Technical Issue,2.0,Quick
CMP001066,CUST001738,RM0100,Delay,20.0,Normal
CMP001067,CUST001861,RM0099,Service Issue,0.0,Quick
CMP001068,CUST001003,RM0067,Technical Issue,2.0,Quick
CMP001069,CUST002192,RM0136,Service Issue,2.0,Quick
CMP001070,CUST000530,RM0069,Delay,3.0,Quick
CMP001071,CUST000898,RM0136,Billing Error,5.0,Quick
CMP001072,CUST001505,RM0058,Billing Error,3.0,Quick
CMP001073,CUST000361,RM0084,Credit Card Issue,8.0,Normal
CMP001074,CUST000813,RM0202,Product Issue,4.0,Quick
CMP001075,CUST001678,RM0122,Account Access,2.0,Quick
CMP001076,CUST000359,RM0172,Loan Disbursement,12.0,Normal
CMP001077,CUST000141,RM0215,Service Issue,16.0,Normal
CMP001078,CUST000297,RM0148,Service Issue,6.0,Quick
CMP001079,CUST002298,RM0029,Product Issue,10.0,Normal
CMP001080,CUST001173,RM0164,Service Issue,2.0,Quick
CMP001081,CUST000983,RM0039,Billing Error,3.0,Quick
CMP001082,CUST002073,RM0237,Service Issue,3.0,Quick
CMP001083,CUST000364,RM0205,Delay,18.0,Normal
CMP001084,CUST001501,RM0185,Billing Error,5.0,Quick
CMP001085,CUST000042,RM0217,Technical Issue,2.0,Quick
CMP001086,CUST000158,RM0051,Product Issue,4.0,Quick
CMP001087,CUST000281,RM0085,Delay,2.0,Quick
CMP001088,CUST001425,RM0046,Technical Issue,3.0,Quick
CMP001089,CUST002305,RM0068,Loan Disbursement,5.0,Quick
CMP001090,CUST001324,RM0013,Loan Disbursement,3.0,Quick
CMP001091,CUST001241,RM0076,Loan Disbursement,2.0,Quick
CMP001092,CUST002180,RM0213,Service Issue,2.0,Quick
CMP001093,CUST002029,RM0097,Loan Disbursement,6.0,Quick
CMP001094,CUST000428,RM0120,Insurance Claim,7.0,Quick
CMP001095,CUST002031,RM0175,Loan Disbursement,4.0,Quick
CMP001096,CUST000480,RM0092,Technical Issue,8.0,Normal
CMP001097,CUST000316,RM0211,Product Issue,2.0,Quick
CMP001098,CUST000350,RM0111,Product Issue,2.0,Quick
CMP001099,CUST001043,RM0098,Delay,11.0,Normal
CMP001100,CUST001092,RM0107,Product Issue,4.0,Quick
CMP001101,CUST000792,RM0115,Credit Card Issue,4.0,Quick
CMP001102,CUST000315,RM0240,Delay,16.0,Normal
CMP001103,CUST000019,RM0130,Technical Issue,4.0,Quick
CMP001104,CUST002345,RM0220,Technical Issue,2.0,Quick
CMP001105,CUST002150,RM0240,Insurance Claim,15.0,Normal
CMP001106,CUST000210,RM0049,Billing Error,2.0,Quick
CMP001107,CUST000639,RM0213,Account Access,7.0,Quick
CMP001108,CUST000205,RM0009,Insurance Claim,3.0,Quick
CMP001109,CUST001952,RM0158,Account Access,5.0,Quick
CMP001110,CUST001274,RM0145,Technical Issue,5.0,Quick
CMP001111,CUST001246,RM0004,Product Issue,4.0,Quick
CMP001112,CUST000688,RM0029,Account Access,9.0,Normal
CMP001113,CUST001496,RM0018,Technical Issue,5.0,Quick
CMP001114,CUST001100,RM0115,Loan Disbursement,15.0,Normal
CMP001115,CUST001654,RM0088,Delay,2.0,Quick
CMP001116,CUST000593,RM0050,Insurance Claim,10.0,Normal
CMP001117,CUST002295,RM0169,Insurance Claim,2.0,Quick
CMP001118,CUST000201,RM0194,Technical Issue,2.0,Quick
CMP001119,CUST000617,RM0027,Billing Error,17.0,Normal
CMP001120,CUST001273,RM0075,Credit Card Issue,5.0,Quick
CMP001121,CUST000835,RM0237,Billing Error,2.0,Quick
CMP001122,CUST001525,RM0057,Staff Behavior,6.0,Quick
CMP001123,CUST001126,RM0228,Delay,3.0,Quick
CMP001124,CUST001914,RM0238,Service Issue,5.0,Quick
CMP001125,CUST000763,RM0150,Loan Disbursement,6.0,Quick
CMP001126,CUST001143,RM0043,Credit Card Issue,12.0,Normal
CMP001127,CUST001979,RM0133,Insurance Claim,2.0,Quick
CMP001128,CUST000821,RM0059,Delay,3.0,Quick
CMP001129,CUST001981,RM0090,Account Access,2.0,Quick
CMP001130,CUST002461,RM0118,Service Issue,2.0,Quick
CMP001131,CUST001695,RM0179,Insurance Claim,16.0,Normal
CMP001132,CUST001918,RM0050,Insurance Claim,15.0,Normal
CMP001133,CUST001996,RM0250,Loan Disbursement,8.0,Normal
CMP001134,CUST001980,RM0179,Credit Card Issue,7.0,Quick
CMP001135,CUST001230,RM0051,Staff Behavior,11.0,Normal
CMP001136,CUST000491,RM0178,Insurance Claim,2.0,Quick
CMP001137,CUST001590,RM0032,Technical Issue,2.0,Quick
CMP001138,CUST002405,RM0184,Account Access,3.0,Quick
CMP001139,CUST002237,RM0122,Product Issue,10.0,Normal
CMP001140,CUST001396,RM0025,Billing Error,5.0,Quick
CMP001141,CUST001091,RM0028,Delay,5.0,Quick
CMP001142,CUST000450,RM0176,Account Access,3.0,Quick
CMP001143,CUST002260,RM0047,Account Access,7.0,Quick
CMP001144,CUST001246,RM0195,Insurance Claim,12.0,Normal
CMP001145,CUST001036,RM0014,Staff Behavior,3.0,Quick
CMP001146,CUST001468,RM0064,Credit Card Issue,6.0,Quick
CMP001147,CUST001629,RM0006,Billing Error,4.0,Quick
CMP001148,CUST000698,RM0204,Product Issue,9.0,Normal
CMP001149,CUST000099,RM0110,Delay,5.0,Quick
CMP001150,CUST000181,RM0157,Delay,4.0,Quick
CMP001151,CUST000971,RM0097,Product Issue,4.0,Quick
CMP001152,CUST001847,RM0085,Insurance Claim,2.0,Quick
CMP001153,CUST001431,RM0242,Insurance Claim,12.0,Normal
CMP001154,CUST001792,RM0118,Technical Issue,17.0,Normal
CMP001155,CUST000207,RM0144,Delay,5.0,Quick
CMP001156,CUST002231,RM0119,Billing Error,3.0,Quick
CMP001157,CUST001418,RM0083,Insurance Claim,7.0,Quick
CMP001158,CUST002161,RM0200,Account Access,5.0,Quick
CMP001159,CUST001056,RM0064,Account Access,0.0,Quick
CMP001160,CUST001760,RM0159,Product Issue,3.0,Quick
CMP001161,CUST001845,RM0102,Billing Error,2.0,Quick
CMP001162,CUST000479,RM0244,Delay,13.0,Normal
CMP001163,CUST001789,RM0135,Delay,9.0,Normal
CMP001164,CUST001409,RM0112,Insurance Claim,10.0,Normal
CMP001165,CUST002494,RM0174,Loan Disbursement,4.0,Quick
CMP001166,CUST002076,RM0015,Account Access,8.0,Normal
CMP001167,CUST001940,RM0193,Service Issue,6.0,Quick
CMP001168,CUST001839,RM0103,Insurance Claim,4.0,Quick
CMP001169,CUST001763,RM0178,Loan Disbursement,11.0,Normal
CMP001170,CUST000020,RM0172,Product Issue,35.0,Delayed
CMP001171,CUST000064,RM0122,Service Issue,13.0,Normal
CMP001172,CUST000201,RM0050,Delay,9.0,Normal
CMP001173,CUST002387,RM0037,Loan Disbursement,8.0,Normal
CMP001174,CUST000154,RM0136,Account Access,7.0,Quick
CMP001175,CUST000622,RM0166,Service Issue,11.0,Normal
CMP001176,CUST002137,RM0144,Staff Behavior,5.0,Quick
CMP001177,CUST000882,RM0243,Insurance Claim,3.0,Quick
CMP001178,CUST002001,RM0108,Account Access,9.0,Normal
CMP001179,CUST000269,RM0116,Insurance Claim,14.0,Normal
CMP001180,CUST002098,RM0212,Delay,5.0,Quick
CMP001181,CUST001214,RM0136,Technical Issue,4.0,Quick
CMP001182,CUST001652,RM0139,Technical Issue,9.0,Normal
CMP001183,CUST002132,RM0210,Service Issue,3.0,Quick
CMP001184,CUST000581,RM0194,Staff Behavior,16.0,Normal
CMP001185,CUST000793,RM0129,Insurance Claim,7.0,Quick
CMP001186,CUST001786,RM0196,Delay,5.0,Quick
CMP001187,CUST000948,RM0146,Credit Card Issue,6.0,Quick
CMP001188,CUST000500,RM0160,Insurance Claim,9.0,Normal
CMP001189,CUST001066,RM0010,Service Issue,10.0,Normal
CMP001190,CUST000083,RM0037,Credit Card Issue,13.0,Normal
CMP001191,CUST001281,RM0088,Product Issue,13.0,Normal
CMP001192,CUST000680,RM0150,Credit Card Issue,2.0,Quick
CMP001193,CUST002278,RM0159,Insurance Claim,2.0,Quick
CMP001194,CUST000164,RM0228,Account Access,10.0,Normal
CMP001195,CUST002334,RM0217,Billing Error,5.0,Quick
CMP001196,CUST002494,RM0125,Loan Disbursement,16.0,Normal
CMP001197,CUST000002,RM0121,Insurance Claim,3.0,Quick
CMP001198,CUST000585,RM0056,Staff Behavior,2.0,Quick
CMP001199,CUST001738,RM0085,Insurance Claim,3.0,Quick
CMP001200,CUST001643,RM0037,Insurance Claim,4.0,Quick
CMP001201,CUST000581,RM0080,Staff Behavior,9.0,Normal
CMP001202,CUST000219,RM0001,Product Issue,2.0,Quick
CMP001203,CUST000890,RM0026,Loan Disbursement,3.0,Quick
CMP001204,CUST000950,RM0014,Staff Behavior,13.0,Normal
CMP001205,CUST001858,RM0166,Loan Disbursement,2.0,Quick
CMP001206,CUST001341,RM0136,Technical Issue,9.0,Normal
CMP001207,CUST002176,RM0158,Insurance Claim,4.0,Quick
CMP001208,CUST002053,RM0205,Credit Card Issue,7.0,Quick
CMP001209,CUST000385,RM0067,Product Issue,2.0,Quick
CMP001210,CUST001937,RM0206,Billing Error,3.0,Quick
CMP001211,CUST000010,RM0147,Technical Issue,4.0,Quick
CMP001212,CUST000071,RM0089,Staff Behavior,11.0,Normal
CMP001213,CUST001599,RM0092,Insurance Claim,6.0,Quick
CMP001214,CUST001536,RM0059,Technical Issue,2.0,Quick
CMP001215,CUST001553,RM0228,Loan Disbursement,10.0,Normal
CMP001216,CUST000475,RM0110,Insurance Claim,4.0,Quick
CMP001217,CUST001100,RM0189,Service Issue,2.0,Quick
CMP001218,CUST000721,RM0063,Account Access,15.0,Normal
CMP001219,CUST002169,RM0088,Loan Disbursement,3.0,Quick
CMP001220,CUST001588,RM0152,Technical Issue,5.0,Quick
CMP001221,CUST000985,RM0012,Account Access,2.0,Quick
CMP001222,CUST001860,RM0034,Loan Disbursement,6.0,Quick
CMP001223,CUST002282,RM0103,Staff Behavior,5.0,Quick
CMP001224,CUST000570,RM0204,Loan Disbursement,4.0,Quick
CMP001225,CUST000133,RM0068,Credit Card Issue,2.0,Quick
CMP001226,CUST001870,RM0071,Credit Card Issue,12.0,Normal
CMP001227,CUST000309,RM0059,Staff Behavior,10.0,Normal
CMP001228,CUST001885,RM0065,Insurance Claim,7.0,Quick
CMP001229,CUST000932,RM0085,Technical Issue,6.0,Quick
CMP001230,CUST001159,RM0159,Product Issue,7.0,Quick
CMP001231,CUST001615,RM0031,Account Access,2.0,Quick
CMP001232,CUST001396,RM0020,Insurance Claim,15.0,Normal
CMP001233,CUST001448,RM0063,Billing Error,3.0,Quick
CMP001234,CUST002238,RM0189,Product Issue,7.0,Quick
CMP001235,CUST001932,RM0043,Service Issue,6.0,Quick
CMP001236,CUST000405,RM0126,Insurance Claim,7.0,Quick
CMP001237,CUST000744,RM0203,Staff Behavior,12.0,Normal
CMP001238,CUST000248,RM0148,Loan Disbursement,3.0,Quick
CMP001239,CUST002297,RM0018,Loan Disbursement,4.5,Quick
CMP001240,CUST000055,RM0202,Product Issue,8.0,Normal
CMP001241,CUST000416,RM0008,Technical Issue,6.0,Quick
CMP001242,CUST002460,RM0227,Insurance Claim,2.0,Quick
CMP001243,CUST000638,RM0138,Product Issue,4.0,Quick
CMP001244,CUST001062,RM0162,Credit Card Issue,11.0,Normal
CMP001245,CUST000561,RM0087,Account Access,3.0,Quick
CMP001246,CUST001038,RM0237,Product Issue,5.0,Quick
CMP001247,CUST001958,RM0225,Loan Disbursement,4.5,Quick
CMP001248,CUST001329,RM0241,Loan Disbursement,5.0,Quick
CMP001249,CUST000759,RM0191,Account Access,6.0,Quick
CMP001250,CUST000261,RM0024,Staff Behavior,12.0,Normal
CMP001251,CUST002322,RM0071,Technical Issue,2.0,Quick
CMP001252,CUST000526,RM0133,Billing Error,5.0,Quick
CMP001253,CUST002222,RM0249,Insurance Claim,4.0,Quick
CMP001254,CUST002052,RM0245,Credit Card Issue,3.0,Quick
CMP001255,CUST001355,RM0068,Delay,14.0,Normal
CMP001256,CUST001548,RM0108,Product Issue,2.0,Quick
CMP001257,CUST000429,RM0174,Delay,2.0,Quick
CMP001258,CUST000122,RM0134,Credit Card Issue,8.0,Normal
CMP001259,CUST000149,RM0103,Delay,3.0,Quick
CMP001260,CUST002094,RM0027,Service Issue,8.0,Normal
CMP001261,CUST000430,RM0094,Billing Error,10.0,Normal
CMP001262,CUST002371,RM0059,Loan Disbursement,3.0,Quick
CMP001263,CUST002295,RM0060,Loan Disbursement,3.0,Quick
CMP001264,CUST000786,RM0131,Staff Behavior,2.0,Quick
CMP001265,CUST000380,RM0011,Product Issue,3.0,Quick
CMP001266,CUST001238,RM0004,Technical Issue,3.0,Quick
CMP001267,CUST001829,RM0032,Staff Behavior,12.0,Normal
CMP001268,CUST002424,RM0021,Technical Issue,9.0,Normal
CMP001269,CUST002152,RM0196,Service Issue,2.0,Quick
CMP001270,CUST001283,RM0198,Product Issue,12.0,Normal
CMP001271,CUST001177,RM0201,Billing Error,2.0,Quick
CMP001272,CUST001109,RM0036,Loan Disbursement,7.0,Quick
CMP001273,CUST000296,RM0014,Delay,2.0,Quick
CMP001274,CUST000973,RM0209,Delay,2.0,Quick
CMP001275,CUST000055,RM0063,Service Issue,9.0,Normal
CMP001276,CUST001842,RM0073,Insurance Claim,5.0,Quick
CMP001277,CUST000336,RM0039,Technical Issue,6.0,Quick
CMP001278,CUST000167,RM0232,Insurance Claim,4.0,Quick
CMP001279,CUST000900,RM0097,Account Access,2.0,Quick
CMP001280,CUST001797,RM0222,Technical Issue,8.0,Normal
CMP001281,CUST000462,RM0036,Technical Issue,10.0,Normal
CMP001282,CUST001543,RM0038,Product Issue,2.0,Quick
CMP001283,CUST001896,RM0245,Product Issue,4.0,Quick
CMP001284,CUST000835,RM0204,Loan Disbursement,6.0,Quick
CMP001285,CUST000482,RM0092,Billing Error,6.0,Quick
CMP001286,CUST000535,RM0047,Account Access,6.0,Quick
CMP001287,CUST000460,RM0232,Account Access,7.0,Quick
CMP001288,CUST001348,RM0235,Loan Disbursement,19.0,Normal
CMP001289,CUST000537,RM0031,Staff Behavior,4.0,Quick
CMP001290,CUST001274,RM0075,Delay,6.0,Quick
CMP001291,CUST001042,RM0178,Billing Error,8.0,Normal
CMP001292,CUST001468,RM0235,Service Issue,6.0,Quick
CMP001293,CUST000264,RM0212,Insurance Claim,4.0,Quick
CMP001294,CUST000188,RM0089,Technical Issue,5.0,Quick
CMP001295,CUST001720,RM0140,Staff Behavior,6.0,Quick
CMP001296,CUST000088,RM0231,Product Issue,7.0,Quick
CMP001297,CUST001730,RM0182,Staff Behavior,6.0,Quick
CMP001298,CUST000301,RM0014,Staff Behavior,3.0,Quick
CMP001299,CUST000049,RM0072,Product Issue,5.0,Quick
CMP001300,CUST000525,RM0225,Staff Behavior,12.0,Normal
CMP001301,CUST001707,RM0022,Account Access,12.0,Normal
CMP001302,CUST001760,RM0233,Product Issue,8.0,Normal
CMP001303,CUST000841,RM0166,Service Issue,7.0,Quick
CMP001304,CUST000882,RM0241,Insurance Claim,2.0,Quick
CMP001305,CUST001729,RM0195,Insurance Claim,5.0,Quick
CMP001306,CUST001098,RM0165,Credit Card Issue,2.0,Quick
CMP001307,CUST001348,RM0190,Credit Card Issue,10.0,Normal
CMP001308,CUST001128,RM0153,Staff Behavior,3.0,Quick
CMP001309,CUST001054,RM0153,Service Issue,9.0,Normal
CMP001310,CUST002314,RM0079,Product Issue,10.0,Normal
CMP001311,CUST000674,RM0121,Product Issue,13.0,Normal
CMP001312,CUST002355,RM0102,Service Issue,9.0,Normal
CMP001313,CUST000315,RM0006,Billing Error,6.0,Quick
CMP001314,CUST000063,RM0214,Staff Behavior,6.0,Quick
CMP001315,CUST000849,RM0118,Billing Error,3.0,Quick
CMP001316,CUST001479,RM0016,Account Access,2.0,Quick
