Loan_ID,Customer_ID,RM_ID,Loan_Type,Loan_Amount,Loan_Status
LN0004680,CUST002342,RM0167,Car Loan,294179,Active
LN0004681,CUST000442,RM0127,Education Loan,101461,Active
LN0004682,CUST001678,RM0197,Car Loan,367229,Active
LN0004683,CUST002382,RM0244,Personal Loan,249272,Closed
LN0004684,CUST000636,RM0092,Car Loan,227133,Rejected
LN0004685,CUST001388,RM0105,Plot Loan,137251,Active
LN0004686,CUST001740,RM0215,Home Loan,181730,Defaulted
LN0004687,CUST000763,RM0072,Education Loan,231937,Rejected
LN0004688,CUST000040,RM0232,Business Loan,177906,Closed
LN0004689,CUST000799,RM0065,Personal Loan,289673,Active
LN0004690,CUST001932,RM0102,Plot Loan,163725,Approved
LN0004691,CUST002408,RM0140,Gold Loan,95197,Defaulted
LN0004692,CUST001365,RM0128,Car Loan,98142,Closed
LN0004693,CUST001077,RM0223,Home Loan,51164,Approved
LN0004694,CUST000380,RM0208,Personal Loan,121608,Defaulted
LN0004695,CUST001347,RM0236,Car Loan,326394,Rejected
LN0004696,CUST002321,RM0192,Gold Loan,366133,Closed
LN0004697,CUST000806,RM0174,Car Loan,95246,Active
LN0004698,CUST002251,RM0162,Gold Loan,689051,Rejected
LN0004699,CUST001160,RM0138,Education Loan,999999999,Defaulted
LN0004700,CUST000750,RM0014,Home Loan,189592,Approved
LN0004701,CUST001204,RM0136,Gold Loan,547731,Approved
LN0004702,CUST000578,RM0232,Gold Loan,295356,Pending
LN0004703,CUST002345,RM0131,Home Loan,999999999,Active
LN0004704,CUST001859,RM0003,Home Loan,306338,Approved
LN0004705,CUST000088,RM0117,Home Loan,67775,Closed
LN0004706,CUST000710,RM0018,Plot Loan,99689,Defaulted
LN0004707,CUST002132,RM0145,Personal Loan,269906,Approved
LN0004708,CUST000279,RM0111,Business Loan,51770,Active
LN0004709,CUST002383,RM0127,Business Loan,301846,Approved
LN0004710,CUST001049,RM0204,Gold Loan,134452,Active
LN0004711,CUST001431,RM0224,Plot Loan,358966,Closed
LN0004712,CUST000869,RM0052,Business Loan,132780,Closed
LN0004713,CUST001664,RM0223,Gold Loan,392220,Pending
LN0004714,CUST001321,RM0188,Business Loan,78012,Active
LN0004715,CUST002254,RM0168,Personal Loan,88080,Pending
LN0004716,CUST000661,RM0234,Education Loan,133368,Pending
LN0004717,CUST002303,RM0194,Home Loan,155014,Approved
LN0004718,CUST001471,RM0165,Gold Loan,135757,Defaulted
LN0004719,CUST000293,RM0240,Plot Loan,338485,Pending
LN0004720,CUST001618,RM0247,Business Loan,70395,Approved
LN0004721,CUST000904,RM0088,Home Loan,136531,Rejected
LN0004722,CUST001782,RM0240,Home Loan,413095,Active
LN0004723,CUST002376,RM0104,Home Loan,63826,Active
LN0004724,CUST000655,RM0072,Business Loan,620650,Defaulted
LN0004725,CUST001296,RM0083,Car Loan,908317,Active
LN0004726,CUST000577,RM0217,Gold Loan,999999999,Pending
LN0004727,CUST000266,RM0058,Education Loan,68547,Active
LN0004728,CUST002001,RM0190,Education Loan,118856,Approved
LN0004729,CUST001471,RM0165,Business Loan,143170,Closed
LN0004730,CUST000293,RM0045,Car Loan,349571,Closed
LN0004731,CUST002129,RM0184,Home Loan,231231,Active
LN0004732,CUST001958,RM0116,Education Loan,256770,Rejected
LN0004733,CUST002110,RM0118,Gold Loan,333358,Rejected
LN0004734,CUST000028,RM0007,Home Loan,50000,Pending
LN0004735,CUST001259,RM0087,Car Loan,75107,Approved
LN0004736,CUST002051,RM0003,Plot Loan,408203,Active
LN0004737,CUST000377,RM0005,Plot Loan,294576,Rejected
LN0004738,CUST001720,RM0208,Car Loan,222238,Closed
LN0004739,CUST001603,RM0250,Gold Loan,490974,Approved
LN0004740,CUST001436,RM0063,Car Loan,290998,Rejected
LN0004741,CUST002486,RM0246,Plot Loan,95054,Closed
LN0004742,CUST001785,RM0178,Plot Loan,162334,Pending
LN0004743,CUST001123,RM0064,Plot Loan,186260,Pending
LN0004744,CUST000561,RM0032,Gold Loan,61360,Rejected
LN0004745,CUST000566,RM0250,Gold Loan,668613,Rejected
LN0004746,CUST000125,RM0124,Home Loan,77525,Approved
LN0004747,CUST000100,RM0099,Education Loan,289109,Pending
LN0004748,CUST000572,RM0101,Education Loan,191137,Closed
LN0004749,CUST002239,RM0224,Business Loan,55193,Active
LN0004750,CUST001094,RM0058,Car Loan,567381,Closed
LN0004751,CUST002271,RM0195,Home Loan,431888,Active
LN0004752,CUST002349,RM0027,Personal Loan,198575,Defaulted
LN0004753,CUST002031,RM0228,Personal Loan,50000,Pending
LN0004754,CUST002300,RM0241,Education Loan,101998,Active
LN0004755,CUST002261,RM0174,Gold Loan,75935,Pending
LN0004756,CUST002384,RM0238,Education Loan,140320,Approved
LN0004757,CUST002417,RM0019,Business Loan,108989,Defaulted
LN0004758,CUST001536,RM0193,Personal Loan,191323,Active
LN0004759,CUST002036,RM0209,Home Loan,728701,Pending
LN0004760,CUST000999,RM0095,Personal Loan,221111,Rejected
LN0004761,CUST001822,RM0238,Education Loan,491329,Pending
LN0004762,CUST002472,RM0226,Car Loan,260467,Rejected
LN0004763,CUST002135,RM0095,Business Loan,178965,Rejected
LN0004764,CUST001155,RM0066,Plot Loan,435663,Closed
LN0004765,CUST000584,RM0197,Car Loan,177492,Approved
LN0004766,CUST001029,RM0005,Plot Loan,455944,Approved
LN0004767,CUST000045,RM0058,Business Loan,118942,Pending
LN0004768,CUST001778,RM0138,Car Loan,77579,Rejected
LN0004769,CUST000510,RM0091,Car Loan,436638,Active
LN0004770,CUST001243,RM0035,Car Loan,227062,Active
LN0004771,CUST001827,RM0125,Car Loan,489811,Rejected
LN0004772,CUST000935,RM0178,Gold Loan,605567,Closed
LN0004773,CUST002331,RM0173,Home Loan,61023,Active
LN0004774,CUST001448,RM0127,Gold Loan,189017,Defaulted
LN0004775,CUST001428,RM0008,Personal Loan,143989,Active
LN0004776,CUST002474,RM0239,Car Loan,246624,Closed
LN0004777,CUST000577,RM0143,Gold Loan,365579,Rejected
LN0004778,CUST001972,RM0156,Car Loan,115864,Active
LN0004779,CUST001900,RM0247,Personal Loan,212746,Active
LN0004780,CUST000368,RM0191,Education Loan,296699,Defaulted
LN0004781,CUST000291,RM0216,Education Loan,78873,Pending
LN0004782,CUST001712,RM0045,Car Loan,386473,Pending
LN0004783,CUST000474,RM0137,Education Loan,236336,Approved
LN0004784,CUST000040,RM0093,Personal Loan,647304,Defaulted
LN0004785,CUST000861,RM0109,Plot Loan,132960,Approved
LN0004786,CUST001562,RM0052,Home Loan,72890,Pending
LN0004787,CUST001236,RM0007,Education Loan,191246,Defaulted
LN0004788,CUST002368,RM0021,Plot Loan,67943,Pending
LN0004789,CUST002330,RM0004,Business Loan,748179,Closed
LN0004790,CUST001493,RM0001,Car Loan,57890,Rejected
LN0004791,CUST000231,RM0160,Plot Loan,330081,Closed
LN0004792,CUST002126,RM0024,Home Loan,198931,Approved
LN0004793,CUST000145,RM0136,Plot Loan,141969,Rejected
LN0004794,CUST001839,RM0006,Home Loan,63621,Pending
LN0004795,CUST002285,RM0205,Plot Loan,244660,Active
LN0004796,CUST001072,RM0073,Business Loan,226001,Closed
LN0004797,CUST000259,RM0051,Car Loan,115946,Approved
LN0004798,CUST001341,RM0180,Plot Loan,532082,Closed
LN0004799,CUST002386,RM0119,Car Loan,122512,Pending
LN0004800,CUST002330,RM0178,Gold Loan,169467,Defaulted
LN0004801,CUST002133,RM0188,Gold Loan,206948,Pending
LN0004802,CUST000486,RM0219,Car Loan,71123,Approved
LN0004803,CUST001551,RM0222,Car Loan,588125,Rejected
LN0004804,CUST001166,RM0036,Home Loan,143852,Closed
LN0004805,CUST000207,RM0062,Education Loan,66845,Approved
LN0004806,CUST001728,RM0089,Education Loan,147973,Rejected
LN0004807,CUST000739,RM0249,Home Loan,233359,Defaulted
LN0004808,CUST000330,RM0121,Home Loan,194166,Rejected
LN0004809,CUST000251,RM0084,Gold Loan,287188,Closed
LN0004810,CUST001004,RM0050,Gold Loan,61416,Defaulted
LN0004811,CUST000196,RM0145,Home Loan,116966,Active
LN0004812,CUST000581,RM0044,Education Loan,392106,Rejected
LN0004813,CUST002434,RM0141,Car Loan,66653,Active
LN0004814,CUST001375,RM0063,Plot Loan,436875,Pending
LN0004815,CUST000624,RM0152,Education Loan,69279,Approved
LN0004816,CUST001779,RM0071,Business Loan,409701,Approved
LN0004817,CUST000607,RM0007,Plot Loan,236072,Rejected
LN0004818,CUST001680,RM0179,Personal Loan,139503,Active
LN0004819,CUST001005,RM0064,Personal Loan,239457,Approved
LN0004820,CUST001407,RM0072,Car Loan,83184,Rejected
LN0004821,CUST001379,RM0198,Personal Loan,63691,Pending
LN0004822,CUST000311,RM0035,Gold Loan,98653,Active
LN0004823,CUST000976,RM0080,Business Loan,77359,Closed
LN0004824,CUST000930,RM0229,Personal Loan,124911,Rejected
LN0004825,CUST000161,RM0004,Car Loan,194467,Approved
LN0004826,CUST001588,RM0154,Gold Loan,227715,Active
LN0004827,CUST002357,RM0168,Gold Loan,362003,Rejected
LN0004828,CUST001573,RM0017,Car Loan,263562,Pending
LN0004829,CUST000868,RM0010,Education Loan,237685,Pending
LN0004830,CUST001387,RM0164,Gold Loan,156131,Active
LN0004831,CUST000853,RM0077,Home Loan,178417,Approved
LN0004832,CUST000837,RM0236,Plot Loan,157064,Rejected
LN0004833,CUST002427,RM0063,Home Loan,419242,Pending
LN0004834,CUST001870,RM0092,Education Loan,102273,Closed
LN0004835,CUST002209,RM0096,Plot Loan,51147,Active
LN0004836,CUST001085,RM0018,Home Loan,260720,Defaulted
LN0004837,CUST000095,RM0145,Plot Loan,95245,Rejected
LN0004838,CUST001620,RM0108,Car Loan,491664,Active
LN0004839,CUST001003,RM0188,Car Loan,441864,Rejected
LN0004840,CUST002373,RM0048,Gold Loan,65966,Approved
LN0004841,CUST002381,RM0158,Car Loan,72496,Approved
LN0004842,CUST001534,RM0234,Plot Loan,186707,Rejected
LN0004843,CUST002269,RM0231,Business Loan,237923,Approved
LN0004844,CUST002023,RM0196,Business Loan,114291,Approved
LN0004845,CUST002358,RM0042,Gold Loan,302318,Active
LN0004846,CUST000623,RM0011,Gold Loan,66801,Approved
LN0004847,CUST001240,RM0107,Business Loan,230732,Defaulted
LN0004848,CUST001545,RM0001,Business Loan,128556,Rejected
LN0004849,CUST000844,RM0099,Home Loan,55139,Approved
LN0004850,CUST002191,RM0173,Education Loan,327379,Pending
LN0004851,CUST001952,RM0228,Plot Loan,98351,Approved
LN0004852,CUST001177,RM0080,Plot Loan,409725,Defaulted
LN0004853,CUST001508,RM0118,Education Loan,159045,Defaulted
LN0004854,CUST001049,RM0080,Education Loan,222113,Defaulted
LN0004855,CUST000295,RM0165,Personal Loan,462632,Closed
LN0004856,CUST002158,RM0097,Business Loan,448466,Defaulted
LN0004857,CUST000445,RM0052,Education Loan,142890,Approved
LN0004858,CUST001441,RM0225,Home Loan,96863,Pending
LN0004859,CUST000211,RM0196,Car Loan,348460,Rejected
LN0004860,CUST002059,RM0124,Personal Loan,163507,Approved
LN0004861,CUST000452,RM0241,Plot Loan,92649,Closed
LN0004862,CUST002150,RM0204,Car Loan,519569,Defaulted
LN0004863,CUST000897,RM0128,Car Loan,94155,Approved
LN0004864,CUST000849,RM0023,Education Loan,55229,Defaulted
LN0004865,CUST000557,RM0161,Education Loan,54097,Pending
LN0004866,CUST001921,RM0114,Car Loan,244739,Pending
LN0004867,CUST002043,RM0245,Home Loan,266749,Approved
LN0004868,CUST002418,RM0069,Personal Loan,124514,Defaulted
LN0004869,CUST001597,RM0150,Home Loan,127135,Approved
LN0004870,CUST001023,RM0184,Business Loan,132949,Pending
LN0004871,CUST000275,RM0070,Business Loan,277985,Pending
LN0004872,CUST000309,RM0238,Gold Loan,61978,Active
LN0004873,CUST001861,RM0080,Personal Loan,579343,Defaulted
LN0004874,CUST001334,RM0064,Plot Loan,100339,Pending
LN0004875,CUST001990,RM0169,Business Loan,1655235,Defaulted
LN0004876,CUST000907,RM0112,Plot Loan,87633,Approved
LN0004877,CUST002499,RM0165,Plot Loan,345284,Active
LN0004878,CUST001082,RM0014,Plot Loan,100569,Approved
LN0004879,CUST000970,RM0002,Personal Loan,66860,Approved
LN0004880,CUST001674,RM0060,Business Loan,465781,Closed
LN0004881,CUST000660,RM0238,Personal Loan,441446,Pending
LN0004882,CUST000081,RM0104,Car Loan,153358,Pending
LN0004883,CUST001034,RM0218,Education Loan,292398,Closed
LN0004884,CUST001143,RM0215,Personal Loan,212866,Pending
LN0004885,CUST001213,RM0210,Business Loan,433404,Defaulted
LN0004886,CUST002231,RM0121,Plot Loan,125683,Active
LN0004887,CUST001343,RM0186,Business Loan,198329,Closed
LN0004888,CUST001220,RM0096,Business Loan,182862,Pending
LN0004889,CUST001108,RM0079,Business Loan,137362,Defaulted
LN0004890,CUST002225,RM0147,Home Loan,494118,Pending
LN0004891,CUST000145,RM0037,Car Loan,86275,Closed
LN0004892,CUST001967,RM0164,Education Loan,82388,Approved
LN0004893,CUST002106,RM0073,Education Loan,222033,Approved
LN0004894,CUST002063,RM0229,Plot Loan,264293,Active
LN0004895,CUST002047,RM0102,Gold Loan,93288,Closed
LN0004896,CUST001459,RM0064,Personal Loan,149094,Closed
LN0004897,CUST000037,RM0239,Education Loan,635853,Closed
LN0004898,CUST002450,RM0047,Education Loan,106636,Active
LN0004899,CUST000870,RM0023,Education Loan,270741,Pending
LN0004900,CUST000580,RM0023,Home Loan,319529,Defaulted
LN0004901,CUST000373,RM0164,Gold Loan,168888,Active
LN0004902,CUST001066,RM0215,Business Loan,604600,Rejected
LN0004903,CUST001307,RM0031,Home Loan,316859,Active
LN0004904,CUST000871,RM0162,Gold Loan,172470,Active
LN0004905,CUST001683,RM0080,Business Loan,218485,Defaulted
LN0004906,CUST001330,RM0153,Business Loan,285929,Defaulted
LN0004907,CUST001978,RM0134,Car Loan,229390,Pending
LN0004908,CUST001027,RM0074,Home Loan,471893,Pending
LN0004909,CUST001315,RM0003,Gold Loan,138287,Pending
LN0004910,CUST000746,RM0145,Personal Loan,121302,Defaulted
LN0004911,CUST001689,RM0139,Personal Loan,98118,Defaulted
LN0004912,CUST001819,RM0172,Gold Loan,57703,Active
LN0004913,CUST000408,RM0185,Plot Loan,58793,Pending
LN0004914,CUST001498,RM0147,Car Loan,458129,Active
LN0004915,CUST001030,RM0098,Gold Loan,276885,Pending
LN0004916,CUST001220,RM0032,Plot Loan,266075,Active
LN0004917,CUST001192,RM0062,Car Loan,240716,Closed
LN0004918,CUST002424,RM0010,Home Loan,428385,Approved
LN0004919,CUST000594,RM0019,Education Loan,180887,Approved
LN0004920,CUST002369,RM0003,Gold Loan,458677,Pending
LN0004921,CUST001113,RM0217,Personal Loan,139084,Approved
LN0004922,CUST000388,RM0082,Education Loan,572659,Closed
LN0004923,CUST002253,RM0142,Car Loan,289901,Rejected
LN0004924,CUST001901,RM0207,Home Loan,109459,Pending
LN0004925,CUST002435,RM0018,Gold Loan,216061,Defaulted
LN0004926,CUST000507,RM0108,Business Loan,202298,Approved
LN0004927,CUST000911,RM0052,Personal Loan,79676,Closed
LN0004928,CUST002462,RM0002,Car Loan,228926,Rejected
LN0004929,CUST002314,RM0233,Education Loan,125604,Approved
LN0004930,CUST000860,RM0100,Business Loan,60753,Closed
LN0004931,CUST002440,RM0060,Gold Loan,643842,Active
LN0004932,CUST000900,RM0038,Plot Loan,255159,Active
LN0004933,CUST001201,RM0214,Home Loan,468982,Approved
LN0004934,CUST002115,RM0182,Gold Loan,275436,Defaulted
LN0004935,CUST000264,RM0010,Car Loan,138317,Pending
LN0004936,CUST001013,RM0078,Car Loan,50000,Defaulted
LN0004937,CUST000644,RM0095,Personal Loan,193770,Pending
LN0004938,CUST000214,RM0152,Business Loan,275246,Approved
LN0004939,CUST000842,RM0031,Personal Loan,695040,Pending
LN0004940,CUST001617,RM0233,Home Loan,108517,Closed
LN0004941,CUST001800,RM0056,Home Loan,465851,Defaulted
LN0004942,CUST002228,RM0088,Education Loan,565609,Defaulted
LN0004943,CUST001794,RM0052,Gold Loan,271984,Rejected
LN0004944,CUST000139,RM0228,Personal Loan,585504,Pending
LN0004945,CUST000738,RM0147,Education Loan,151459,Defaulted
LN0004946,CUST001461,RM0031,Business Loan,661590,Pending
LN0004947,CUST000335,RM0234,Plot Loan,999999999,Rejected
LN0004948,CUST000210,RM0168,Education Loan,114944,Closed
LN0004949,CUST000770,RM0005,Plot Loan,292658,Active
LN0004950,CUST001742,RM0185,Personal Loan,58582,Closed
LN0004951,CUST000468,RM0190,Business Loan,524757,Active
LN0004952,CUST001571,RM0002,Education Loan,182513,Pending
LN0004953,CUST000128,RM0124,Gold Loan,173358,Approved
LN0004954,CUST002084,RM0021,Home Loan,217157,Defaulted
LN0004955,CUST001495,RM0202,Business Loan,82359,Active
LN0004956,CUST000767,RM0197,Gold Loan,176661,Closed
LN0004957,CUST001056,RM0176,Personal Loan,405721,Closed
LN0004958,CUST000578,RM0169,Personal Loan,53120,Active
LN0004959,CUST000573,RM0229,Plot Loan,113742,Rejected
LN0004960,CUST001080,RM0231,Gold Loan,50491,Active
LN0004961,CUST001823,RM0185,Education Loan,157472,Pending
LN0004962,CUST001250,RM0238,Personal Loan,310622,Pending
LN0004963,CUST000898,RM0200,Gold Loan,370663,Closed
LN0004964,CUST001634,RM0053,Home Loan,630775,Defaulted
LN0004965,CUST000997,RM0238,Home Loan,237556,Rejected
LN0004966,CUST001961,RM0230,Education Loan,108774,Closed
LN0004967,CUST000689,RM0217,Personal Loan,565794,Active
LN0004968,CUST000968,RM0033,Education Loan,348611,Approved
LN0004969,CUST000533,RM0078,Car Loan,220864,Active
LN0004970,CUST001956,RM0061,Home Loan,287908,Approved
LN0004971,CUST001713,RM0215,Car Loan,566238,Defaulted
LN0004972,CUST002147,RM0195,Home Loan,299232,Approved
LN0004973,CUST002298,RM0045,Gold Loan,141891,Closed
LN0004974,CUST000995,RM0059,Car Loan,299674,Closed
LN0004975,CUST001538,RM0019,Business Loan,1115820,Approved
LN0004976,CUST000749,RM0046,Plot Loan,577977,Defaulted
LN0004977,CUST002434,RM0131,Personal Loan,58222,Active
LN0004978,CUST002158,RM0078,Personal Loan,147687,Defaulted
LN0004979,CUST000542,RM0106,Education Loan,154283,Closed
LN0004980,CUST000764,RM0118,Education Loan,86505,Defaulted
LN0004981,CUST000364,RM0149,Education Loan,54671,Defaulted
LN0004982,CUST001271,RM0080,Home Loan,78631,Approved
LN0004983,CUST002298,RM0248,Gold Loan,262622,Active
LN0004984,CUST002401,RM0247,Plot Loan,374189,Rejected
LN0004985,CUST002075,RM0173,Plot Loan,937990,Active
LN0004986,CUST000210,RM0071,Business Loan,135040,Rejected
LN0004987,CUST000381,RM0095,Education Loan,232947,Closed
LN0004988,CUST000555,RM0133,Home Loan,603384,Approved
LN0004989,CUST002256,RM0072,Business Loan,86554,Closed
LN0004990,CUST000284,RM0139,Personal Loan,302918,Pending
LN0004991,CUST001574,RM0037,Education Loan,331282,Pending
LN0004992,CUST002012,RM0033,Car Loan,68637,Pending
LN0004993,CUST001150,RM0141,Education Loan,445015,Defaulted
LN0004994,CUST001088,RM0236,Personal Loan,385441,Pending
LN0004995,CUST001176,RM0128,Education Loan,56794,Approved
LN0004996,CUST000643,RM0040,Home Loan,69100,Pending
LN0004997,CUST000441,RM0189,Personal Loan,60074,Closed
LN0004998,CUST002083,RM0160,Home Loan,131516,Approved
LN0004999,CUST000405,RM0077,Plot Loan,192379,Active
LN0005000,CUST000739,RM0184,Home Loan,202006,Approved
LN0005001,CUST002279,RM0188,Business Loan,112303,Closed
LN0005002,CUST002288,RM0114,Gold Loan,535169,Pending
LN0005003,CUST001861,RM0095,Personal Loan,141856,Pending
LN0005004,CUST002169,RM0151,Home Loan,59324,Approved
LN0005005,CUST000537,RM0133,Education Loan,121399,Pending
LN0005006,CUST001867,RM0114,Gold Loan,201477,Pending
LN0005007,CUST000449,RM0017,Education Loan,154924,Pending
LN0005008,CUST000547,RM0067,Business Loan,113997,Rejected
LN0005009,CUST000199,RM0151,Personal Loan,78156,Defaulted
LN0005010,CUST001008,RM0037,Gold Loan,392033,Rejected
LN0005011,CUST001170,RM0022,Personal Loan,1161689,Defaulted
LN0005012,CUST001401,RM0176,Business Loan,129958,Defaulted
LN0005013,CUST002160,RM0098,Personal Loan,146130,Defaulted
LN0005014,CUST000792,RM0199,Business Loan,242486,Rejected
LN0005015,CUST002226,RM0149,Plot Loan,303482,Closed
LN0005016,CUST001718,RM0163,Business Loan,149525,Pending
LN0005017,CUST000949,RM0157,Personal Loan,520627,Closed
LN0005018,CUST000747,RM0018,Gold Loan,214197,Closed
LN0005019,CUST000327,RM0027,Car Loan,169709,Pending
LN0005020,CUST002424,RM0001,Personal Loan,258072,Approved
LN0005021,CUST001182,RM0041,Car Loan,660688,Active
LN0005022,CUST000480,RM0204,Home Loan,366512,Approved
LN0005023,CUST000750,RM0168,Education Loan,58167,Approved
LN0005024,CUST001633,RM0172,Car Loan,130786,Pending
LN0005025,CUST000022,RM0107,Education Loan,177181,Rejected
LN0005026,CUST001999,RM0155,Education Loan,125526,Active
LN0005027,CUST000827,RM0106,Home Loan,290919,Active
LN0005028,CUST000580,RM0126,Car Loan,400049,Approved
LN0005029,CUST000839,RM0147,Car Loan,312865,Pending
LN0005030,CUST000367,RM0026,Business Loan,958125,Pending
LN0005031,CUST002103,RM0001,Plot Loan,113641,Defaulted
LN0005032,CUST002448,RM0008,Plot Loan,465871,Active
LN0005033,CUST000051,RM0190,Personal Loan,341019,Closed
LN0005034,CUST002001,RM0210,Education Loan,139939,Defaulted
LN0005035,CUST000307,RM0196,Business Loan,314945,Rejected
LN0005036,CUST001440,RM0101,Home Loan,71979,Pending
LN0005037,CUST002029,RM0154,Personal Loan,361495,Active
LN0005038,CUST000043,RM0028,Home Loan,999999999,Rejected
LN0005039,CUST001758,RM0029,Plot Loan,201998,Closed
LN0005040,CUST000438,RM0199,Car Loan,119144,Approved
LN0005041,CUST000480,RM0143,Business Loan,263293,Defaulted
LN0005042,CUST000791,RM0215,Car Loan,255232,Approved
LN0005043,CUST002426,RM0163,Business Loan,97014,Approved
LN0005044,CUST000605,RM0054,Car Loan,56173,Defaulted
LN0005045,CUST002035,RM0120,Gold Loan,163698,Rejected
LN0005046,CUST002227,RM0162,Business Loan,218567,Pending
LN0005047,CUST001995,RM0198,Education Loan,468473,Active
LN0005048,CUST001042,RM0129,Personal Loan,576820,Rejected
LN0005049,CUST000533,RM0110,Education Loan,200496,Approved
LN0005050,CUST000993,RM0219,Business Loan,330325,Rejected
LN0005051,CUST001467,RM0152,Car Loan,165715,Defaulted
LN0005052,CUST002287,RM0023,Home Loan,324148,Defaulted
LN0005053,CUST002183,RM0172,Business Loan,95832,Closed
LN0005054,CUST001629,RM0235,Business Loan,142745,Pending
LN0005055,CUST000402,RM0191,Gold Loan,251149,Active
LN0005056,CUST001575,RM0179,Personal Loan,53664,Rejected
LN0005057,CUST002430,RM0176,Car Loan,306358,Approved
LN0005058,CUST001253,RM0175,Personal Loan,411012,Defaulted
LN0005059,CUST002295,RM0021,Gold Loan,151879,Defaulted
LN0005060,CUST001483,RM0080,Business Loan,168820,Active
LN0005061,CUST000639,RM0195,Personal Loan,431140,Rejected
LN0005062,CUST002054,RM0250,Plot Loan,348913,Active
LN0005063,CUST000163,RM0058,Gold Loan,117977,Defaulted
LN0005064,CUST001891,RM0122,Plot Loan,128305,Closed
LN0005065,CUST000858,RM0005,Business Loan,277186,Defaulted
LN0005066,CUST000856,RM0057,Education Loan,215655,Defaulted
LN0005067,CUST000183,RM0170,Plot Loan,85402,Active
LN0005068,CUST000974,RM0082,Business Loan,124192,Pending
LN0005069,CUST000499,RM0042,Gold Loan,510483,Approved
LN0005070,CUST002063,RM0053,Home Loan,283062,Rejected
LN0005071,CUST001980,RM0120,Home Loan,903373,Defaulted
LN0005072,CUST002187,RM0005,Car Loan,341354,Approved
LN0005073,CUST001731,RM0043,Business Loan,619374,Pending
LN0005074,CUST000449,RM0006,Business Loan,98717,Closed
LN0005075,CUST001418,RM0220,Gold Loan,345230,Active
LN0005076,CUST000393,RM0249,Gold Loan,54084,Active
LN0005077,CUST001706,RM0160,Business Loan,272193,Defaulted
LN0005078,CUST001309,RM0034,Home Loan,176704,Defaulted
LN0005079,CUST001066,RM0027,Plot Loan,135162,Active
LN0005080,CUST001604,RM0018,Home Loan,446687,Active
LN0005081,CUST002466,RM0183,Car Loan,435196,Rejected
LN0005082,CUST000831,RM0103,Home Loan,54510,Pending
LN0005083,CUST001365,RM0120,Home Loan,238068,Closed
LN0005084,CUST002306,RM0057,Car Loan,141720,Pending
LN0005085,CUST000078,RM0014,Car Loan,157454,Closed
LN0005086,CUST002284,RM0019,Business Loan,406806,Closed
LN0005087,CUST000351,RM0154,Personal Loan,124166,Rejected
LN0005088,CUST001409,RM0156,Personal Loan,623112,Approved
LN0005089,CUST002481,RM0083,Plot Loan,89600,Rejected
LN0005090,CUST001194,RM0063,Business Loan,267369,Rejected
LN0005091,CUST001137,RM0072,Business Loan,273012,Closed
LN0005092,CUST002027,RM0129,Personal Loan,108122,Approved
LN0005093,CUST000900,RM0006,Personal Loan,128534,Active
LN0005094,CUST002090,RM0203,Education Loan,410117,Pending
LN0005095,CUST000614,RM0233,Home Loan,336933,Closed
LN0005096,CUST002149,RM0002,Personal Loan,129825,Defaulted
LN0005097,CUST000193,RM0194,Business Loan,202695,Rejected
LN0005098,CUST001191,RM0128,Car Loan,62732,Pending
LN0005099,CUST001459,RM0035,Home Loan,96827,Active
LN0005100,CUST001462,RM0091,Gold Loan,183036,Active
LN0005101,CUST001083,RM0013,Business Loan,67979,Closed
LN0005102,CUST001232,RM0152,Education Loan,420725,Rejected
LN0005103,CUST002164,RM0114,Business Loan,303174,Approved
LN0005104,CUST000052,RM0068,Personal Loan,625176,Defaulted
LN0005105,CUST001904,RM0205,Personal Loan,286485,Closed
LN0005106,CUST001148,RM0200,Car Loan,614024,Approved
LN0005107,CUST002098,RM0205,Business Loan,211717,Pending
LN0005108,CUST000482,RM0035,Plot Loan,233367,Closed
LN0005109,CUST000662,RM0077,Personal Loan,804200,Active
LN0005110,CUST000184,RM0048,Business Loan,255516,Defaulted
LN0005111,CUST000139,RM0026,Personal Loan,56254,Closed
LN0005112,CUST001975,RM0177,Home Loan,307328,Pending
LN0005113,CUST000451,RM0153,Home Loan,521764,Closed
LN0005114,CUST000146,RM0092,Gold Loan,367515,Active
LN0005115,CUST001691,RM0248,Plot Loan,225333,Approved
LN0005116,CUST000960,RM0202,Home Loan,272524,Rejected
LN0005117,CUST001794,RM0195,Car Loan,974907,Active
LN0005118,CUST002020,RM0019,Business Loan,69007,Closed
LN0005119,CUST002370,RM0208,Gold Loan,270069,Rejected
LN0005120,CUST002309,RM0120,Gold Loan,116646,Pending
LN0005121,CUST000474,RM0087,Business Loan,254380,Pending
LN0005122,CUST000634,RM0116,Gold Loan,237106,Active
LN0005123,CUST001547,RM0074,Education Loan,83318,Defaulted
LN0005124,CUST002458,RM0076,Business Loan,96322,Active
LN0005125,CUST000058,RM0246,Car Loan,244376,Defaulted
LN0005126,CUST000776,RM0100,Gold Loan,77445,Rejected
LN0005127,CUST000344,RM0011,Education Loan,111626,Rejected
LN0005128,CUST001769,RM0072,Home Loan,410659,Closed
LN0005129,CUST000407,RM0151,Education Loan,129229,Closed
LN0005130,CUST000138,RM0032,Plot Loan,183909,Active
LN0005131,CUST000756,RM0040,Car Loan,616519,Closed
LN0005132,CUST000346,RM0239,Personal Loan,101533,Active
LN0005133,CUST002078,RM0023,Education Loan,148736,Active
